term	reading	sentence	category	source
ポンプ揚程	ぽんぷようてい	管路調査の成果整理時に、受注者はポンプ揚程の品質管理方法を協議書に明記したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
実揚程	じつようてい	予防保全の優先順位を決めるため、受注者は実揚程の品質管理方法を協議書に明記したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
全揚程	ぜんようてい	基本設計の照査で、施設管理者が全揚程の運用上の注意点を共有したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
軸動力	じくどうりょく	施工計画の協議に先立ち、施設管理者が軸動力の運用上の注意点を共有したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
ポンプ効率	ぽんぷこうりつ	夜間工事の安全会議では、施設管理者がポンプ効率の運用上の注意点を共有したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
運転点	うんてんてん	月例点検の結果を受けて、施設管理者が運転点の運用上の注意点を共有したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
性能曲線	せいのうきょくせん	豪雨後の緊急巡視で、施設管理者が性能曲線の運用上の注意点を共有したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
並列運転	へいれつうんてん	更新予算の査定時に、施設管理者が並列運転の運用上の注意点を共有したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
交互運転	こうごうんてん	住民説明会の資料では、施設管理者が交互運転の運用上の注意点を共有したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
台数制御	だいすうせいぎょ	議会答弁を準備する過程で、施設管理者が台数制御の運用上の注意点を共有したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
回転速度制御	かいてんそくどせいぎょ	新人研修の実習中に、施設管理者が回転速度制御の運用上の注意点を共有したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
可変速運転	かへんそくうんてん	竣工検査の前日、施設管理者が可変速運転の運用上の注意点を共有したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
キャビテーション現象	きゃびてーしょんげんしょう	災害訓練の反省会で、施設管理者がキャビテーション現象の運用上の注意点を共有したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
必要吸込水頭	ひつようすいこみすいとう	委託業者との現場打合せにおいて、施設管理者が必要吸込水頭の運用上の注意点を共有したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
水撃解析	すいげきかいせき	長寿命化計画の見直し時に、施設管理者が水撃解析の運用上の注意点を共有したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
フライホイール効果	ふらいほいーるこうか	運転日報を確認したところ、施設管理者がフライホイール効果の運用上の注意点を共有したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
圧力水槽	あつりょくすいそう	中央監視室の引継ぎで、施設管理者が圧力水槽の運用上の注意点を共有したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
空気槽	くうきそう	事故原因の検証会議では、施設管理者が空気槽の運用上の注意点を共有したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
非常用発電設備	ひじょうようはつでんせつび	工事完成図との照合時に、施設管理者が非常用発電設備の運用上の注意点を共有したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
自家用発電機	じかようはつでんき	次年度の実施計画を作る際、施設管理者が自家用発電機の運用上の注意点を共有したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
非常用発電機	ひじょうようはつでんき	施設台帳を更新するため、施設管理者が非常用発電機の運用上の注意点を共有したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
受電設備	じゅでんせつび	関係機関との合同協議で、施設管理者が受電設備の運用上の注意点を共有したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
変電設備	へんでんせつび	休日の応急対応中、施設管理者が変電設備の運用上の注意点を共有したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
配電設備	はいでんせつび	技術提案の審査会で、施設管理者が配電設備の運用上の注意点を共有したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
高圧受電	こうあつじゅでん	定期修繕の発注前に、施設管理者が高圧受電の運用上の注意点を共有したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
特別高圧受電	とくべつこうあつじゅでん	現地踏査の報告会では、施設管理者が特別高圧受電の運用上の注意点を共有したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
高圧配電盤	こうあつはいでんばん	浸水被害の聞き取り後、施設管理者が高圧配電盤の運用上の注意点を共有したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
低圧配電盤	ていあつはいでんばん	監査資料を取りまとめる際、施設管理者が低圧配電盤の運用上の注意点を共有したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
動力制御盤	どうりょくせいぎょばん	交代勤務者への申し送りで、施設管理者が動力制御盤の運用上の注意点を共有したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
現場操作盤	げんばそうさばん	試運転の評価会において、施設管理者が現場操作盤の運用上の注意点を共有したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
中央監視盤	ちゅうおうかんしばん	耐震診断の中間報告では、施設管理者が中央監視盤の運用上の注意点を共有したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
計装盤	けいそうばん	水質異常の第一報を受け、施設管理者が計装盤の運用上の注意点を共有したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
直流電源装置	ちょくりゅうでんげんそうち	管路調査の成果整理時に、施設管理者が直流電源装置の運用上の注意点を共有したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
無停電電源装置	むていでんでんげんそうち	予防保全の優先順位を決めるため、施設管理者が無停電電源装置の運用上の注意点を共有したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
蓄電池設備	ちくでんちせつび	基本設計の照査で、調査員は蓄電池設備の発生箇所を台帳へ正確に記録したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
非常用電源	ひじょうようでんげん	施工計画の協議に先立ち、調査員は非常用電源の発生箇所を台帳へ正確に記録したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
予備電源	よびでんげん	夜間工事の安全会議では、調査員は予備電源の発生箇所を台帳へ正確に記録したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
接地設備	せっちせつび	月例点検の結果を受けて、調査員は接地設備の発生箇所を台帳へ正確に記録したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
避雷設備	ひらいせつび	豪雨後の緊急巡視で、調査員は避雷設備の発生箇所を台帳へ正確に記録したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
絶縁抵抗	ぜつえんていこう	更新予算の査定時に、調査員は絶縁抵抗の発生箇所を台帳へ正確に記録したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
漏電遮断器	ろうでんしゃだんき	住民説明会の資料では、調査員は漏電遮断器の発生箇所を台帳へ正確に記録したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
過電流継電器	かでんりゅうけいでんき	議会答弁を準備する過程で、調査員は過電流継電器の発生箇所を台帳へ正確に記録したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
地絡継電器	ちらくけいでんき	新人研修の実習中に、調査員は地絡継電器の発生箇所を台帳へ正確に記録したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
保護継電器	ほごけいでんき	竣工検査の前日、調査員は保護継電器の発生箇所を台帳へ正確に記録したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
遮断器	しゃだんき	災害訓練の反省会で、調査員は遮断器の発生箇所を台帳へ正確に記録したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
断路器	だんろき	委託業者との現場打合せにおいて、調査員は断路器の発生箇所を台帳へ正確に記録したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
変圧器	へんあつき	長寿命化計画の見直し時に、調査員は変圧器の発生箇所を台帳へ正確に記録したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
電動機	でんどうき	運転日報を確認したところ、調査員は電動機の発生箇所を台帳へ正確に記録したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
誘導電動機	ゆうどうでんどうき	中央監視室の引継ぎで、調査員は誘導電動機の発生箇所を台帳へ正確に記録したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
同期電動機	どうきでんどうき	事故原因の検証会議では、調査員は同期電動機の発生箇所を台帳へ正確に記録したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
始動電流	しどうでんりゅう	工事完成図との照合時に、調査員は始動電流の発生箇所を台帳へ正確に記録したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
負荷設備	ふかせつび	次年度の実施計画を作る際、調査員は負荷設備の発生箇所を台帳へ正確に記録したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
契約電力	けいやくでんりょく	施設台帳を更新するため、調査員は契約電力の発生箇所を台帳へ正確に記録したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
最大需要電力	さいだいじゅようでんりょく	関係機関との合同協議で、調査員は最大需要電力の発生箇所を台帳へ正確に記録したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
需要率	じゅようりつ	休日の応急対応中、調査員は需要率の発生箇所を台帳へ正確に記録したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
力率改善	りきりつかいぜん	技術提案の審査会で、調査員は力率改善の発生箇所を台帳へ正確に記録したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
高調波対策	こうちょうはたいさく	定期修繕の発注前に、調査員は高調波対策の発生箇所を台帳へ正確に記録したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
電気室	でんきしつ	現地踏査の報告会では、調査員は電気室の発生箇所を台帳へ正確に記録したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
耐水化	たいすいか	浸水被害の聞き取り後、調査員は耐水化の発生箇所を台帳へ正確に記録したため、その結論を協議録に残した。	機械電気計装	日本下水道協会「下水道施設計画・設計指針と解説」
管路巡視	かんろじゅんし	監査資料を取りまとめる際、調査員は管路巡視の発生箇所を台帳へ正確に記録したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
管路点検	かんろてんけん	交代勤務者への申し送りで、調査員は管路点検の発生箇所を台帳へ正確に記録したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
管内調査	かんないちょうさ	試運転の評価会において、調査員は管内調査の発生箇所を台帳へ正確に記録したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
目視調査	もくしちょうさ	耐震診断の中間報告では、調査員は目視調査の発生箇所を台帳へ正確に記録したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
潜行目視調査	せんこうもくしちょうさ	水質異常の第一報を受け、調査員は潜行目視調査の発生箇所を台帳へ正確に記録したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
テレビカメラ調査	てれびかめらちょうさ	管路調査の成果整理時に、調査員はテレビカメラ調査の発生箇所を台帳へ正確に記録したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
管口カメラ調査	かんこうかめらちょうさ	予防保全の優先順位を決めるため、調査員は管口カメラ調査の発生箇所を台帳へ正確に記録したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
側視調査	そくしちょうさ	基本設計の照査で、積算担当者が側視調査に必要な数量と単価を精査したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
展開図化	てんかいずか	施工計画の協議に先立ち、積算担当者が展開図化に必要な数量と単価を精査したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
異常判定	いじょうはんてい	夜間工事の安全会議では、積算担当者が異常判定に必要な数量と単価を精査したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
緊急度判定	きんきゅうどはんてい	月例点検の結果を受けて、積算担当者が緊急度判定に必要な数量と単価を精査したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
健全度評価	けんぜんどひょうか	豪雨後の緊急巡視で、積算担当者が健全度評価に必要な数量と単価を精査したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
腐食判定	ふしょくはんてい	更新予算の査定時に、積算担当者が腐食判定に必要な数量と単価を精査したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
上下方向たるみ	じょうげほうこうたるみ	住民説明会の資料では、積算担当者が上下方向たるみに必要な数量と単価を精査したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
管の破損	かんのはそん	議会答弁を準備する過程で、積算担当者が管の破損に必要な数量と単価を精査したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
管の腐食	かんのふしょく	新人研修の実習中に、積算担当者が管の腐食に必要な数量と単価を精査したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
管のたるみ	かんのたるみ	竣工検査の前日、積算担当者が管のたるみに必要な数量と単価を精査したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
管の継手ずれ	かんのつぎてずれ	災害訓練の反省会で、積算担当者が管の継手ずれに必要な数量と単価を精査したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
管の突出し	かんのつきだし	委託業者との現場打合せにおいて、積算担当者が管の突出しに必要な数量と単価を精査したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
取付管突出し	とりつけかんつきだし	長寿命化計画の見直し時に、積算担当者が取付管突出しに必要な数量と単価を精査したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
木根侵入	もっこんしんにゅう	運転日報を確認したところ、積算担当者が木根侵入に必要な数量と単価を精査したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
土砂堆積	どしゃたいせき	中央監視室の引継ぎで、積算担当者が土砂堆積に必要な数量と単価を精査したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
油脂付着	ゆしふちゃく	事故原因の検証会議では、積算担当者が油脂付着に必要な数量と単価を精査したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
閉塞率	へいそくりつ	工事完成図との照合時に、積算担当者が閉塞率に必要な数量と単価を精査したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
浸入水量	しんにゅうすいりょう	次年度の実施計画を作る際、積算担当者が浸入水量に必要な数量と単価を精査したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
浸入位置	しんにゅういち	施設台帳を更新するため、積算担当者が浸入位置に必要な数量と単価を精査したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
浸入水調査	しんにゅうすいちょうさ	関係機関との合同協議で、積算担当者が浸入水調査に必要な数量と単価を精査したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
不明水調査	ふめいすいちょうさ	休日の応急対応中、積算担当者が不明水調査に必要な数量と単価を精査したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
流量観測	りゅうりょうかんそく	技術提案の審査会で、積算担当者が流量観測に必要な数量と単価を精査したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
水位観測	すいいかんそく	定期修繕の発注前に、積算担当者が水位観測に必要な数量と単価を精査したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
降雨時浸入水	こううじしんにゅうすい	現地踏査の報告会では、積算担当者が降雨時浸入水に必要な数量と単価を精査したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
地下水浸入	ちかすいしんにゅう	浸水被害の聞き取り後、積算担当者が地下水浸入に必要な数量と単価を精査したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
誤接合	ごせつごう	監査資料を取りまとめる際、積算担当者が誤接合に必要な数量と単価を精査したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
誤接合調査	ごせつごうちょうさ	交代勤務者への申し送りで、積算担当者が誤接合調査に必要な数量と単価を精査したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
送煙調査	そうえんちょうさ	試運転の評価会において、積算担当者が送煙調査に必要な数量と単価を精査したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
注水試験	ちゅうすいしけん	耐震診断の中間報告では、積算担当者が注水試験に必要な数量と単価を精査したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
染料調査	せんりょうちょうさ	水質異常の第一報を受け、積算担当者が染料調査に必要な数量と単価を精査したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
硫化水素	りゅうかすいそ	管路調査の成果整理時に、積算担当者が硫化水素に必要な数量と単価を精査したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
硫化水素濃度	りゅうかすいそのうど	予防保全の優先順位を決めるため、積算担当者が硫化水素濃度に必要な数量と単価を精査したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
硫化水素腐食	りゅうかすいそふしょく	基本設計の照査で、当直責任者は硫化水素腐食の警報履歴を時系列で追跡したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
硫酸腐食	りゅうさんふしょく	施工計画の協議に先立ち、当直責任者は硫酸腐食の警報履歴を時系列で追跡したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
微生物腐食	びせいぶつふしょく	夜間工事の安全会議では、当直責任者は微生物腐食の警報履歴を時系列で追跡したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
コンクリート腐食	こんくりーとふしょく	月例点検の結果を受けて、当直責任者はコンクリート腐食の警報履歴を時系列で追跡したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
腐食環境	ふしょくかんきょう	豪雨後の緊急巡視で、当直責任者は腐食環境の警報履歴を時系列で追跡したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
腐食深さ	ふしょくふかさ	更新予算の査定時に、当直責任者は腐食深さの警報履歴を時系列で追跡したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
腐食速度	ふしょくそくど	住民説明会の資料では、当直責任者は腐食速度の警報履歴を時系列で追跡したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
腐食生成物	ふしょくせいせいぶつ	議会答弁を準備する過程で、当直責任者は腐食生成物の警報履歴を時系列で追跡したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
腐食抑制	ふしょくよくせい	新人研修の実習中に、当直責任者は腐食抑制の警報履歴を時系列で追跡したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
防食被覆	ぼうしょくひふく	竣工検査の前日、当直責任者は防食被覆の警報履歴を時系列で追跡したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
耐硫酸性	たいりゅうさんせい	災害訓練の反省会で、当直責任者は耐硫酸性の警報履歴を時系列で追跡したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
防食塗装	ぼうしょくとそう	委託業者との現場打合せにおいて、当直責任者は防食塗装の警報履歴を時系列で追跡したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
防食工法	ぼうしょくこうほう	長寿命化計画の見直し時に、当直責任者は防食工法の警報履歴を時系列で追跡したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
防食層	ぼうしょくそう	運転日報を確認したところ、当直責任者は防食層の警報履歴を時系列で追跡したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
素地調整	そじちょうせい	中央監視室の引継ぎで、当直責任者は素地調整の警報履歴を時系列で追跡したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
断面修復	だんめんしゅうふく	事故原因の検証会議では、当直責任者は断面修復の警報履歴を時系列で追跡したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
劣化部除去	れっかぶじょきょ	工事完成図との照合時に、当直責任者は劣化部除去の警報履歴を時系列で追跡したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
付着強度	ふちゃくきょうど	次年度の実施計画を作る際、当直責任者は付着強度の警報履歴を時系列で追跡したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
被覆厚	ひふくあつ	施設台帳を更新するため、当直責任者は被覆厚の警報履歴を時系列で追跡したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
ピンホール試験	ぴんほーるしけん	関係機関との合同協議で、当直責任者はピンホール試験の警報履歴を時系列で追跡したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
換気設備	かんきせつび	休日の応急対応中、当直責任者は換気設備の警報履歴を時系列で追跡したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
強制換気	きょうせいかんき	技術提案の審査会で、当直責任者は強制換気の警報履歴を時系列で追跡したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
酸素欠乏	さんそけつぼう	定期修繕の発注前に、当直責任者は酸素欠乏の警報履歴を時系列で追跡したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
酸素濃度	さんそのうど	現地踏査の報告会では、当直責任者は酸素濃度の警報履歴を時系列で追跡したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
有毒ガス	ゆうどくがす	浸水被害の聞き取り後、当直責任者は有毒ガスの警報履歴を時系列で追跡したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
ガス検知器	がすけんちき	監査資料を取りまとめる際、当直責任者はガス検知器の警報履歴を時系列で追跡したため、その結論を協議録に残した。	下水維持・腐食	国土交通省「下水道管路施設の点検・調査マニュアル」
ストックマネジメント計画	すとっくまねじめんとけいかく	交代勤務者への申し送りで、当直責任者はストックマネジメント計画の警報履歴を時系列で追跡したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
ストックマネジメント実施方針	すとっくまねじめんとじっしほうしん	試運転の評価会において、当直責任者はストックマネジメント実施方針の警報履歴を時系列で追跡したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
施設管理目標	しせつかんりもくひょう	耐震診断の中間報告では、当直責任者は施設管理目標の警報履歴を時系列で追跡したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
点検調査計画	てんけんちょうさけいかく	水質異常の第一報を受け、当直責任者は点検調査計画の警報履歴を時系列で追跡したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
修繕改築計画	しゅうぜんかいちくけいかく	管路調査の成果整理時に、当直責任者は修繕改築計画の警報履歴を時系列で追跡したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
改築実施計画	かいちくじっしけいかく	予防保全の優先順位を決めるため、当直責任者は改築実施計画の警報履歴を時系列で追跡したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
長期改築需要	ちょうきかいちくじゅよう	基本設計の照査で、計画担当者が長期改築需要の将来需要を複数条件で試算したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
改築需要量	かいちくじゅようりょう	施工計画の協議に先立ち、計画担当者が改築需要量の将来需要を複数条件で試算したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
リスク評価	りすくひょうか	夜間工事の安全会議では、計画担当者がリスク評価の将来需要を複数条件で試算したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
被害規模	ひがいきぼ	月例点検の結果を受けて、計画担当者が被害規模の将来需要を複数条件で試算したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
発生確率	はっせいかくりつ	豪雨後の緊急巡視で、計画担当者が発生確率の将来需要を複数条件で試算したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
リスク値	りすくち	更新予算の査定時に、計画担当者がリスク値の将来需要を複数条件で試算したため、その結論を協議録に残した。	資産・耐震・雨水資源	国土交通省「下水道事業のストックマネジメント実施に関するガイドライン」
